001##01 阿含部類 T01-02,25,33
001001##0001-25 長阿含經類 T01
001001001##0001 長阿含經(22卷)
020031##2895 要行捨身經 1卷
020032##2896 示所犯者瑜伽法鏡經 1卷
020033##2897 天地八陽神咒經 1卷
020034##2898 高王觀世音經 1卷
020035##2899 妙法蓮華經馬明菩薩品第三十 1卷
020036##2900 齋法清淨經 1卷
020037##2901 法句經 1卷
020038##2902 法句經疏 1卷
020039##2903 無量大慈教經 1卷
020040##2904 七千佛神符經 1卷
020041##2905 現在十方千五百佛名並雜佛同號 1卷
020042##2906 三萬佛同根本神祕之印並法龍種上尊王佛法 1卷
020043##2907 普賢菩薩行願王經 1卷
020044##2908 大方廣佛華嚴經普賢菩薩行願王品 1卷
020045##2909 地藏菩薩經 1卷
020046##2910 金有陀羅尼經 1卷
020047##2911 讚僧功德經 1卷
020048##2912 無常三啟經 1卷
020049##2913 七女觀經 1卷
020050##2914 觀經 1卷
020051##2915 救諸眾生一切苦難經 1卷
020052##2916 勸善經 1卷
020053##2917A 新菩薩經 1卷
020054##2917B 新菩薩經 1卷
020055##2918 釋家觀化還愚經 1卷
020056##2919 佛母經 1卷
020057##2920 僧伽和尚欲入涅槃說六度經 1卷
021##21 中觀部類 T30a,42,45,85
021001##T30a 中觀部／疏 T42,85
021001001##1564-67 中論類／疏 T42
021001001001##1564 中論(4卷)
021001001002##1565 順中論(2卷)
021001001003##1566 般若燈論釋(15卷)
021001001004##1567 大乘中觀釋論(9卷)
021001001005##1824 中觀論疏(20卷)
021001002##1568 十二門論／疏 T42
021001002001##1568 十二門論(1卷)
021001002002##1825 十二門論疏(6卷)
021001002003##1826 十二門論宗致義記(2卷)
021001003##1569-72 百論類／疏 T42,85
021001003001##1569 百論／疏 T42
021001003001001##1569 百論(2卷)
021001003001002##1827 百論疏(9卷)
021001003002##1570 廣百論本(1卷)
021001003003##1571 廣百論釋論／疏 T85
021001003003001##1571 大乘廣百論釋論(10卷)
021001003003002##2800 廣百論疏卷第一 1卷
021001003004##1572 百字論(1卷)
021001004##1573-78 中觀綱要
021001004001##1573 壹輸盧迦論(1卷)
021001004002##1574 大乘破有論(1卷)
021001004003##1575 六十頌如理論(1卷)
021001004004##1576 大乘二十頌論(1卷)
021001004005##1577 大丈夫論(2卷)
021001004006##1578 大乘掌珍論(2卷)
021002##T45 三論宗
021002001##1852 三論玄義
021002002##1853 大乘玄論
021002003##1854 二諦義
021002004##1855 三論游意義
021002005##1856 羅什大義
021002006##1857-60 肇論及疏等
021002006001##1857 寶藏論(1卷)
021002006002##1858 肇論(1卷)
021002006003##1859 肇論疏(3卷)
021002006004##1860 肇論新疏(3卷)
022##22 淨土宗類 T11-12a,26a,37,40b,47,85
022001##0310etc 淨土經 T11-12／論 T26a／疏 T37,40b,85／x
022001001##0310(5),0360-64 無量壽經 T11-12a／疏 T37,85／x
022001001001##0310(5),0360-64 無量壽經類 T11-12a
022001001001001##0310(5) 無量壽如來會 2 菩提流志
022001001001002##0360 佛說無量壽經 2 康僧鎧
022001001001003##0361 佛說無量清淨平等覺經 4 支婁迦讖
022001001001004##0362 佛說阿彌陀三耶三佛薩樓佛檀過度人道經 2 支謙
022001001001005##0363 佛說大乘無量壽莊嚴經 3 法賢
022001001001006##0364 佛說大阿彌陀經 2 王日休
022001001002##1745-48 無量壽經疏 T37
022001001002001##1745 無量壽經義疏(2卷)
022001001002002##1746 無量壽經義疏(1卷)
022001001002003##1747 兩卷無量壽經宗要(1卷)
022001001002004##1748 無量壽經連義述文贊(3卷)
022001001003##2759-60 無量壽經古逸疏 T85
022001001003001##2759 無量壽經義記卷下 1卷
022001001003002##2760 無量壽觀經義記 1卷
022001002##0365 觀無量壽經 T12a／疏 T37
022001002001##0365 佛說觀無量壽佛經 1 彊良耶舍
022001002002##1749-54 觀無量壽經疏 T37
022001002002001##1749 觀無量壽經義疏(2卷)
022001002002002##1750 觀無量壽佛經疏(1卷)
022001002002003##1751 觀無量壽佛經疏妙宗鈔(6卷)
022001002002004##1752 觀無量壽經義疏(1卷)
022001002002005##1753 觀無量壽佛經疏(4卷)
022001002002006##1754 觀無量壽佛經義疏(3卷)
022001003##0366-67 阿彌陀經 T12a／疏 T37
022001003001##0366 佛說阿彌陀經 1 鳩摩羅什
022001003002##0367 稱讚淨土佛攝受經 1 玄奘
022001003003##1755-62 阿彌陀經疏 T37
022001003003001##1755 阿彌陀經義記(1卷)
022001003003002##1756 阿彌陀經義述(1卷)
022001003003003##1757 阿彌陀經疏(1卷)
022001003003004##1758 阿彌陀經通贊疏(3卷)
022001003003005##1759 阿彌陀經疏(1卷)
022001003003006##1760 阿彌陀經疏(1卷)
022001003003007##1761 阿彌陀經義疏(1卷)
022001003003008##1762 阿彌陀經要解(1卷)
022001004##0368-73 其他淨土經咒 T12a
022001004001##0368 拔一切業障根本得生淨土神咒 1 求那跋陀羅
022001004002##0369 阿彌陀佛說咒 1
022001004003##0370 阿彌陀鼓音聲王陀羅尼經 1
022001004004##0371 觀世音菩薩授記經 1 曇無竭
022001004005##0372 佛說如幻三摩地無量印法門經 3 施護
022001004006##0373 後出阿彌陀佛偈 1
022001005##1524 往生論 T26a／註 T40b
022001005001##1524 無量壽經優波提舍 1 菩提流支
022001005002##1819 無量壽經優婆提舍願生偈註 2 曇鸞
022002##1957-84 淨土宗 T47
022002001##1957-67 唐朝著作
022002001001##1957 曇鸞著作
022002001001001##1957 略論安樂淨土義(1卷)
022002001002##1958 安樂集(2卷) 道綽
022002001003##1959 善道著作
022002001003001##1959 觀念阿彌陀佛相海三昧功德法門(1卷)
022002001004##1960 釋淨土群疑論(7卷)
022002001005##1961-62 智顗著作
022002001005001##1961 淨土十疑論(1卷)
022002001005002##1962 五方便念佛門(1卷)
022002001006##1963 淨土論(3卷)
022002001007##1964 西方要決釋疑通規(1卷)
022002001008##1965 遊心安樂道(1卷)
022002001009##1966 念佛鏡(2卷)
022002001010##1967 念佛三昧寶王論(3卷)
022002002##1968-70 宋朝著作
022002002001##1968 往生淨土決疑行願二門(1卷)
022002002002##1969A 樂邦文類(5卷)
022002002003##1969B 樂邦遺稿(2卷)
022002002004##1970 龍舒增廣淨土文(12卷)
022002003##1971-73 元朝著作
022002003001##1971 淨土境觀要門(1卷)
022002003002##1972 淨土或問(1卷)
022002003003##1973 廬山蓮宗寶鑑(10卷)
022002004##1974-77 明朝著作
022002004001##1974 寶王三昧念佛直指(2卷)
022002004002##1975 淨土生無生論(1卷)
022002004003##1976 西方合論(10卷)
022002004004##1977 淨土疑辨(1卷)
022002005##1978-84 淨土禮懺儀
022002005001##1978 讚阿彌陀佛偈(1卷)x
022002005002##1979 轉經行道願往生淨土法事讚(2卷)x
022002005003##1980 往生禮讚偈(1卷)x
022002005004##1981 依觀經等明般舟三昧行道往生讚(1卷)x
022002005005##1982 集諸經禮懺儀(2卷)
022002005006##1983 淨土五會念佛略法事儀讚(2卷)
022002005007##1984 往生淨土懺願儀(1卷)
022003##2826-30 淨土宗古逸類 T85
022003001##2826 略新經論念佛法門往生淨土集卷上 1卷
022003002##2827 淨土五會念佛誦經觀行儀卷中．下 3卷
022003003##2828 大乘淨土讚 1卷
022003004##2829 持齋念佛懺悔禮文 1卷
022003005##2830A 道安法師念佛讚 1卷
022003006##2830B 道安法師念佛讚文 1卷
023##23 敦煌寫本類 T85
023001##2732-2864 古逸部
023001001##2732-86 經疏部
023001001001##2732-43 金剛經古逸疏
023001001001001##2732 梁朝傅大士頌金剛經 1卷
023001001001002##2733 御注金剛般若波羅蜜經宣演 2卷
023001001001003##2734 金剛●卷上 1卷
023001001001004##2735 金剛般若經旨贊 2卷
023001001001005##2736 金剛般若經依天親菩薩論贊略釋秦本義記卷上 1卷
023001001001006##2737 金剛經疏 1卷
023001001001007##2738 金剛經疏 1卷
023001001001008##2739 金剛般若經挾註 1卷
023001001001009##2740 金剛般若義記 1卷
023001001001010##2741 金剛般若經疏 1卷
023001001001011##2742 金剛般若波羅蜜經傳外傳卷下 2卷
023001001001012##2743 持誦金剛經靈驗功德記 1卷
023001001002##2744-45 仁王經古逸疏
023001001002001##2744 仁王般若實相論卷第二 2卷
023001001002002##2745 仁王經疏 1卷
023001001003##2746-47 心經古逸疏
023001001004##2748-52 法華經古逸疏
023001001004001##2748 法華義記卷第三 3卷
023001001004002##2749 法華經疏 1卷
023001001004003##2750 法華經疏 1卷
023001001004004##2751 法華經疏 1卷
023001001004005##2752 法華問答 1卷
023001001005##2753-58 華嚴經古逸疏
023001001005001##2753 華嚴經章 1卷
023001001005002##2754 華嚴略疏卷第三 3卷
023001001005003##2755 華嚴經疏 1卷
023001001005004##2756 華嚴經義記卷第一 1卷
023001001005005##2757 華嚴經疏卷第三 3卷
023001001005006##2758 十地義記卷第一 1卷
023001001006##2759-60 淨土經古逸疏
023001001006001##2759 無量壽經義記卷下 1卷
023001001006002##2760 無量壽觀經義記 1卷
023001001007##2761-63 勝鬘經古逸疏
023001001007001##2761 勝鬘經記 1卷
023001001007002##2762 勝鬘經疏 1卷
023001001007003##2763 挾注勝鬘經 1卷
023001001008##2764-65 涅槃經古逸疏
023001001008001##2764A 涅槃經義記 1卷
023001001008002##2764B 大涅槃經義記卷第四 4卷
023001001008003##2765 涅槃經疏 1卷
023001001009##2766-67 藥師經古逸疏
023001001009001##2766 藥師經疏 1卷
023001001009002##2767 藥師經疏 1卷
023001001010##2768-78 維摩經古逸疏
023001001010001##2768 維摩義記 1卷
023001001010002##2769 維摩經義記卷第四 4卷
023001001010003##2770 維摩經疏 1卷
023001001010004##2771 維摩經疏 1卷
023001001010005##2772 維摩經疏卷第三．第六 6卷
023001001010006##2773 維摩經抄 1卷
023001001010007##2774 維摩經疏 1卷
023001001010008##2775 維摩疏釋前小序抄 1卷
023001001010009##2776 釋肇序 1卷
023001001010010##2777 淨名經集解關中疏 2卷
023001001010011##2778 淨名經關中釋抄 2卷
023001001011##2779 佛說楞伽經禪門悉談章 1卷
023001001012##2780 溫室經疏 1卷
023001001013##2781 盂蘭盆經讚述 1卷
023001001014##2784-85 大乘四法經古逸疏
023001001014001##2784 大乘四法經釋抄 1卷
023001001014002##2785 大乘四法經論廣釋開決記 1卷
023001001015##2786 天請問經疏 1卷
023001002##2787-98 律疏部
023001002001##2787-96 四分律古逸疏
023001002001001##2787 四分戒本疏食卷第一．第二．第三 3卷
023001002001002##2788 律戒本疏 1卷
023001002001003##2789 律戒本疏 1卷
023001002001004##2790 律雜抄 1卷
023001002001005##2791 宗四分比丘隨門要略行儀 1卷
023001002001006##2792 毘尼心 1卷
023001002001007##2793 三部律抄 1卷
023001002001008##2794 律抄 1卷
023001002001009##2795 四部律并論要用抄 2卷
023001002001010##2796 律抄第三卷手決 1卷
023001002002##2797 梵網經述記卷第一 1卷
023001002003##2798 本業瓔珞經疏 1卷
023001003##2799-2816 論疏部
023001003001##2799 十地論義疏卷第一．第二 3卷
023001003002##2800 廣百論疏卷第一 1卷
023001003003##2801-03 瑜伽師地論古逸疏
023001003003001##2801 瑜伽師地論分門記 3卷
023001003003002##2802 瑜伽論手記 1卷
023001003003003##2803 地持義記卷第四 4卷
023001003004##2804 唯識三十論要釋 1卷
023001003005##2805-09 攝講古逸疏
023001003005001##2805 攝大乘講疏卷第五．第七 7卷
023001003005002##2806 攝大乘論抄 1卷
023001003005003##2807 攝大乘論章卷第一 1卷
023001003005004##2808 攝論章卷第一 1卷
023001003005005##2809 攝大乘論章卷第四 4卷
023001003006##2810-12 百法明門論古逸疏
023001003006001##2810 大乘百法明門論開宗義記 1卷
023001003006002##2811 大乘百法明門論開宗義記序釋 1卷
023001003006003##2812 大乘百法明門論開宗義決 1卷
023001003007##2813-15 起信論古逸疏
023001003007001##2813 大乘起信論略述 2卷
023001003007002##2814 大乘起信論廣釋卷第三、四、五 5卷
023001003007003##2815 起信論註 1卷
023001003008##2816 因緣心釋論開決記 1卷
023001004##2817-64 史傳禮讚雜類
023001004001##2817-25 要義要抄類
023001004001001##2817 大乘經纂要義 1卷
023001004001002##2818 大乘二十二問本 1卷
023001004001003##2819 諸經要抄 1卷
023001004001004##2820 菩薩藏修道眾經抄卷第十二 12卷
023001004001005##2821 諸經要略文 1卷
023001004001006##2822 大乘要語 1卷
023001004001007##2823 大乘入道次第開決 1卷
023001004001008##2824 天台分門圖 1卷
023001004001009##2825 真言要決卷第一．第三 3卷
023001004002##2826-40 宗義宗要類
023001004002001##2826-30 淨土宗古逸類
023001004002001001##2826 略新經論念佛法門往生淨土集卷上 1卷
023001004002001002##2827 淨土五會念佛誦經觀行儀卷中．下 3卷
023001004002001003##2828 大乘淨土讚 1卷
023001004002001004##2829 持齋念佛懺悔禮文 1卷
023001004002001005##2830A 道安法師念佛讚 1卷
023001004002001006##2830B 道安法師念佛讚文 1卷
023001004002002##2831-39 禪宗古逸類
023001004002002001##2831 無心論 1卷
023001004002002002##2832 南天竺國菩提達摩禪師觀門 1卷
023001004002002003##2833 觀心論 1卷
023001004002002004##2834 大乘無生方便門 1卷
023001004002002005##2835 大乘開心顯性頓悟真宗論 1卷
023001004002002006##2836 大乘北宗論 1卷
023001004002002007##2837 楞伽師資記 1卷
023001004002002008##2838 傳法寶紀 1卷
023001004002002009##2839 讚禪門詩 1卷
023001004002003##2840 三界圖 1卷
023001004003##2841-56 禮懺文類
023001004003001##2841 大佛略懺 1卷
023001004003002##2842 印沙佛文 1卷
023001004003003##2843 大悲啟請 1卷
023001004003004##2844 文殊師利菩薩無相十禮 1卷
023001004003005##2845 押座文類 1卷
023001004003006##2846 祈願文 1卷
023001004003007##2847 祈願文 1卷
023001004003008##2848 回向文 1卷
023001004003009##2849 大乘四齋日 1卷
023001004003010##2850 地藏菩薩十齋日 1卷
023001004003011##2851 和菩薩戒文 1卷
023001004003012##2852 入布薩堂說偈文等 1卷
023001004003013##2853 布薩文等 1卷
023001004003014##2854 禮懺文 1卷
023001004003015##2855 禮懺文 1卷
023001004003016##2856 禮懺文 1卷
023001004004##2857-64 變文等雜類
023001004004001##2857 索法號義●諷誦文 1卷
023001004004002##2858 大目乾連冥間救母變文并圖 1卷
023001004004003##2859 惠遠外傳 1卷
023001004004004##2860 府君存惠傳 1卷
023001004004005##2861 泉州千佛新著諸祖師頌 1卷
023001004004006##2862 大蕃沙洲釋門教法和尚洪●修功德記 1卷
023001004004007##2863 王梵志詩集 1卷
023001004004008##2864 進旨 1卷
023002##2865-2920 疑似部
023002001##2865 護身命經 1卷
023002002##2866 護身命經 1卷
023002003##2867 慈仁問八十種好經 1卷
023002004##2868 決罪福經 2卷
023002005##2869 妙好寶車經 1卷
023002006##2870 像法決疑經 1卷
023002007##2871 大通方廣懺悔滅罪莊嚴成佛經 3卷
023002008##2872 妙法蓮華經廣量天地品第二十九 1卷
023002009##2873 首羅比丘經 1卷
023002010##2874 小法滅盡經 1卷
023002011##2875 大方廣華嚴十惡品經 1卷
023002012##2876 天公經 1卷
023002013##2877 如來在金棺囑累清淨莊嚴敬福經 1卷
023002014##2878 救疾經 1卷
023002015##2879 普賢菩薩說證明經 1卷
023002016##2880 究竟大悲經卷第二、三、四 4卷
023002017##2881 善惡因果經 1卷
023002018##2882 咒魅經 1卷
023002019##2883 法王經 1卷
023002020##2884 大威儀請問 1卷
023002021##2885 佛性海藏智慧解脫破心相經 4卷
023002022##2886 佛為心王菩薩說投陀經卷上 1卷
023002023##2887 父母恩重經 1卷
023002024##2888 延壽命經 1卷
023002025##2889 續命經 1卷
023002026##2890 如來成道經 1卷
023002027##2891 山海慧菩薩經 1卷
023002028##2892 現報當受經 1卷
023002029##2893 大辯邪正經 1卷
023002030##2894 三廚經 1卷
023002031##2895 要行捨身經 1卷
023002032##2896 示所犯者瑜伽法鏡經 1卷
023002033##2897 天地八陽神咒經 1卷
023002034##2898 高王觀世音經 1卷
023002035##2899 妙法蓮華經馬明菩薩品第三十 1卷
023002036##2900 齋法清淨經 1卷
023002037##2901 法句經 1卷
023002038##2902 法句經疏 1卷
023002039##2903 無量大慈教經 1卷
023002040##2904 七千佛神符經 1卷
023002041##2905 現在十方千五百佛名並雜佛同號 1卷
023002042##2906 三萬佛同根本神祕之印並法龍種上尊王佛法 1卷
023002043##2907 普賢菩薩行願王經 1卷
023002044##2908 大方廣佛華嚴經普賢菩薩行願王品 1卷
023002045##2909 地藏菩薩經 1卷
023002046##2910 金有陀羅尼經 1卷
023002047##2911 讚僧功德經 1卷
023002048##2912 無常三啟經 1卷
023002049##2913 七女觀經 1卷
023002050##2914 觀經 1卷
023002051##2915 救諸眾生一切苦難經 1卷
023002052##2916 勸善經 1卷
023002053##2917A 新菩薩經 1卷
023002054##2917B 新菩薩經 1卷
023002055##2918 釋家觀化還愚經 1卷
023002056##2919 佛母經 1卷
023002057##2920 僧伽和尚欲入涅槃說六度經 1卷
